LP	Substancja	EAN	Nazwa	Postać	Dawka	Zawartość	Wskazania	Odpłatność	Dopłata
168	Factor VIII coagulationis humanus	05909991213695	Beriate 1000	proszek i rozpuszczalnik do sporządzania roztworu do wstrzykiwań lub infuzji	1000 j.m.	1 fiol.z prosz. + 1 fiol.z rozp.po 10 ml	dostępne w ramach programu lekowego	bezpłatny	0
169	Factor VIII coagulationis humanus	05909991213688	Beriate 500	proszek i rozpuszczalnik do sporządzania roztworu do wstrzykiwań lub infuzji	500 j.m.	1 fiol.z prosz. + 1 fiol.z rozp.po 5 ml	dostępne w ramach programu lekowego	bezpłatny	0
170	Factor VIII coagulationis humanus	05909990573615	Immunate 1000 IU FVIII/750 IU VWF	proszek i rozpuszczalnik do sporządzania roztworu do wstrzykiwań	1000 j.m./fiol.	1 zestaw: fiol. proszku + fiol. rozp. +  zestaw do przenoszenia lub filtrowania + strzykawka + igła + zestaw do infuzji	dostępne w ramach programu lekowego	bezpłatny	0
171	Factor VIII coagulationis humanus	05909990573554	Immunate 250 IU FVIII/190 IU VWF	proszek i rozpuszczalnik do sporządzania roztworu do wstrzykiwań	250 j.m./fiol.	1 zestaw: fiol. proszku + fiol. rozp. +  zestaw do przenoszenia lub filtrowania + strzykawka + igła + zestaw do infuzji	dostępne w ramach programu lekowego	bezpłatny	0
172	Factor VIII coagulationis humanus	05909990573561	Immunate 500 IU FVIII/375 IU VWF	proszek i rozpuszczalnik do sporządzania roztworu do wstrzykiwań	500 j.m./fiol.	1 zestaw: fiol. proszku + fiol. rozp. +  zestaw do przenoszenia lub filtrowania + strzykawka + igła + zestaw do infuzji	dostępne w ramach programu lekowego	bezpłatny	0
173	Factor VIII coagulationis humanus	05909990825349	Octanate 1 000 IU	proszek i rozpuszczalnik do sporządzenia roztworu do wstrzykiwań	1000 j.m.	1 fiol. (1000 j.m.) + zestaw do sporządzania roztworu i podania	dostępne w ramach programu lekowego	bezpłatny	0
174	Factor VIII coagulationis humanus	05909990825301	Octanate 250 IU	proszek i rozpuszczalnik do sporządzenia roztworu do wstrzykiwań	250 j.m.	1 fiol. (250 j.m.) + zestaw do sporządzania roztworu i podania	dostępne w ramach programu lekowego	bezpłatny	0
175	Factor VIII coagulationis humanus	05909990825332	Octanate 500 IU	proszek i rozpuszczalnik do sporządzenia roztworu do wstrzykiwań	500 j.m.	1 fiol. (500 j.m.) + zestaw do sporządzania roztworu i podania	dostępne w ramach programu lekowego	bezpłatny	0
176	Fingolimodum	05909990856480	Gilenya	kapsułki twarde	0,5 mg	28 kaps.	dostępne w ramach programu lekowego	bezpłatny	0
177	Glatirameri acetas	05909990017065	Copaxone	roztwór do wstrzykiwań	20 mg/ml	28 amp-strzyk.	dostępne w ramach programu lekowego	bezpłatny	0
178	Glatirameri acetas	05909991216382	Copaxone	roztwór do wstrzykiwań	40 mg/ml	12 amp.-strz.po 1 ml	dostępne w ramach programu lekowego	bezpłatny	0
179	Glatirameri acetas	05909991282882	Remurel	roztwór do wstrzykiwań w ampułko-strzykawce	20 mg/ml	28 amp.-strz. po 1 ml	dostępne w ramach programu lekowego	bezpłatny	0
180	Glatirameri acetas	05909991353926	Remurel	roztwór do wstrzykiwań w ampułko-strzykawce	40 mg/ml	12 amp.-strz.po 1 ml	dostępne w ramach programu lekowego	bezpłatny	0
181	Glecaprevirum + Pibrentasvirum	08054083015927	Maviret	tabletki powlekane	100+40 mg	84 szt.	dostępne w ramach programu lekowego	bezpłatny	0
182	Golimumabum	05909990717187	Simponi	roztwór do wstrzykiwań	50 mg	1 wstrzykiwacz	dostępne w ramach programu lekowego	bezpłatny	0
183	Guselkumabum	05413868113006	Tremfya	roztwór do wstrzykiwań	100 mg/ml	1 amp.-strzyk.po 1 ml	dostępne w ramach programu lekowego	bezpłatny	0
184	Ibrutinibum	05909991195137	Imbruvica	kapsułki twarde	140 mg	90 szt.	dostępne w ramach programu lekowego	bezpłatny	0
185	Idursulfasum	05909990053742	Elaprase	koncentrat do sporządzania roztworu do infuzji	2 mg/ml	1 fiol.po 3 ml	dostępne w ramach programu lekowego	bezpłatny	0
186	Iloprostum	05909990609079	Ventavis 	roztwór do inhalacji z nebulizatora	10 μg/ml	30 amp.po 1 ml	dostępne w ramach programu lekowego	bezpłatny	0
187	Iloprostum	05908229300633	Ventavis	roztwór do inhalacji z nebulizatora	20 μg/ml	42 szt.	dostępne w ramach programu lekowego	bezpłatny	0
188	Imatinibum	05909990010356	Glivec	tabletki powlekane	100 mg	120 tabl.	dostępne w ramach programu lekowego	bezpłatny	0
189	Imatinibum	05909990010349	Glivec	tabletki powlekane	400 mg	90 szt.	dostępne w ramach programu lekowego	bezpłatny	0
190	Imiglucerasum	05909990943012	Cerezyme	proszek do przygotowania koncentratu do sporządzania roztworu do infuzji	400 j.m.	1 fiol.	dostępne w ramach programu lekowego	bezpłatny	0
191	Immunoglobulinum humanum	05909990797868	Flebogamma DIF	roztwór do infuzji	50 mg/ml	1 fiol.po 100 ml	dostępne w ramach programu lekowego	bezpłatny	0
192	Immunoglobulinum humanum	05909990797875	Flebogamma DIF	roztwór do infuzji	50 mg/ml	1 fiol.po 200 ml	dostępne w ramach programu lekowego	bezpłatny	0
194	Immunoglobulinum humanum	05909990869572	Hizentra	roztwór do wstrzykiwań	0,2 g/ml	1 fiol.po 10 ml	dostępne w ramach programu lekowego	bezpłatny	0
195	Immunoglobulinum humanum	05909990869657	Hizentra	roztwór do wstrzykiwań	0,2 g/ml	1 fiol.po 20 ml	dostępne w ramach programu lekowego	bezpłatny	0
193	Immunoglobulinum humanum	05909990869541	Hizentra	roztwór do wstrzykiwań	0,2 g/ml	1 fiol.po 5 ml	dostępne w ramach programu lekowego	bezpłatny	0
196	Immunoglobulinum humanum	05909991067380	Hizentra	roztwór do wstrzykiwań	0,2 g/ml	1 fiol.po 50 ml	dostępne w ramach programu lekowego	bezpłatny	0
199	Immunoglobulinum humanum	05909990725793	Privigen	roztwór do infuzji	100 mg/ml	1 fiol.po 100 ml	dostępne w ramach programu lekowego	bezpłatny	0
200	Immunoglobulinum humanum	05909990725809	Privigen	roztwór do infuzji	100 mg/ml	1 fiol.po 200 ml	dostępne w ramach programu lekowego	bezpłatny	0
201	Immunoglobulinum humanum	05909990725823	Privigen	roztwór do infuzji	100 mg/ml	1 fiol.po 25 ml	dostępne w ramach programu lekowego	bezpłatny	0
197	Immunoglobulinum humanum	05909991078676	Privigen	roztwór do infuzji	100 mg/ml	1 fiol.po 400 ml	dostępne w ramach programu lekowego	bezpłatny	0
198	Immunoglobulinum humanum	05909990725786	Privigen	roztwór do infuzji	100 mg/ml	1 fiol.po 50 ml	dostępne w ramach programu lekowego	bezpłatny	0
204	Immunoglobulinum humanum normale	05909991292898	Cuvitru	roztwór do wstrzykiwań	200 mg/ml	1 fiol. 10 ml	dostępne w ramach programu lekowego	bezpłatny	0
203	Immunoglobulinum humanum normale	05909991292874	Cuvitru	roztwór do wstrzykiwań	200 mg/ml	1 fiol. 20 ml	dostępne w ramach programu lekowego	bezpłatny	0
202	Immunoglobulinum humanum normale	05909991292904	Cuvitru	roztwór do wstrzykiwań	200 mg/ml	1 fiol. 40 ml	dostępne w ramach programu lekowego	bezpłatny	0
205	Immunoglobulinum humanum normale	05909991292881	Cuvitru	roztwór do wstrzykiwań	200 mg/ml	1 fiol. 5 ml	dostępne w ramach programu lekowego	bezpłatny	0
207	Immunoglobulinum humanum normale	05909990729883	Gammanorm	roztwór do wstrzykiwań	165 mg/ml	1 fiol.po 10 ml	dostępne w ramach programu lekowego	bezpłatny	0
206	Immunoglobulinum humanum normale	05909990729944	Gammanorm	roztwór do wstrzykiwań	165 mg/ml	1 fiol.po 20 ml	dostępne w ramach programu lekowego	bezpłatny	0
210	Immunoglobulinum humanum normale	05909991072896	HyQvia	roztwór do infuzji	100 mg/ml	1 fiol.po 100 ml	dostępne w ramach programu lekowego	bezpłatny	0
211	Immunoglobulinum humanum normale	05909991072902	HyQvia	roztwór do infuzji	100 mg/ml	1 fiol.po 200 ml	dostępne w ramach programu lekowego	bezpłatny	0
208	Immunoglobulinum humanum normale	05909991072872	HyQvia	roztwór do infuzji	100 mg/ml	1 fiol.po 25 ml	dostępne w ramach programu lekowego	bezpłatny	0
212	Immunoglobulinum humanum normale	05909991072926	HyQvia	roztwór do infuzji	100 mg/ml	1 fiol.po 300 ml	dostępne w ramach programu lekowego	bezpłatny	0
209	Immunoglobulinum humanum normale	05909991072889	HyQvia	roztwór do infuzji	100 mg/ml	1 fiol.po 50 ml	dostępne w ramach programu lekowego	bezpłatny	0
214	Immunoglobulinum humanum normale	05909990425143	Kiovig	roztwór do infuzji	100 mg/ml	1 fiol. 10 ml	dostępne w ramach programu lekowego	bezpłatny	0
217	Immunoglobulinum humanum normale	05909990425174	Kiovig	roztwór do infuzji	100 mg/ml	1 fiol. 100 ml	dostępne w ramach programu lekowego	bezpłatny	0
218	Immunoglobulinum humanum normale	05909990425181	Kiovig	roztwór do infuzji	100 mg/ml	1 fiol. 200 ml	dostępne w ramach programu lekowego	bezpłatny	0
215	Immunoglobulinum humanum normale	05909990425150	Kiovig	roztwór do infuzji	100 mg/ml	1 fiol. 25 ml	dostępne w ramach programu lekowego	bezpłatny	0
213	Immunoglobulinum humanum normale	05909990782208	Kiovig	roztwór do infuzji	100 mg/ml	1 fiol. 300 ml	dostępne w ramach programu lekowego	bezpłatny	0
216	Immunoglobulinum humanum normale	05909990425167	Kiovig	roztwór do infuzji	100 mg/ml	1 fiol. 50 ml	dostępne w ramach programu lekowego	bezpłatny	0
223	Immunoglobulinum humanum normale	05909991268480	Panzyga	roztwór do infuzji	100 mg/ml	1 butelka 100 ml	dostępne w ramach programu lekowego	bezpłatny	0
225	Immunoglobulinum humanum normale	05909991268473	Panzyga	roztwór do infuzji	100 mg/ml	1 butelka 200 ml	dostępne w ramach programu lekowego	bezpłatny	0
224	Immunoglobulinum humanum normale	05909991268459	Panzyga	roztwór do infuzji	100 mg/ml	1 butelka 300 ml	dostępne w ramach programu lekowego	bezpłatny	0
220	Immunoglobulinum humanum normale	05909991268497	Panzyga	roztwór do infuzji	100 mg/ml	1 butelka 50 ml	dostępne w ramach programu lekowego	bezpłatny	0
222	Immunoglobulinum humanum normale	05909991268503	Panzyga	roztwór do infuzji	100 mg/ml	1 butelka 60 ml	dostępne w ramach programu lekowego	bezpłatny	0
221	Immunoglobulinum humanum normale	05909991268466	Panzyga	roztwór do infuzji	100 mg/ml	1 fiol. 10 ml	dostępne w ramach programu lekowego	bezpłatny	0
219	Immunoglobulinum humanum normale	05909991268510	Panzyga	roztwór do infuzji	100 mg/ml	1 fiol. 25 ml	dostępne w ramach programu lekowego	bezpłatny	0
228	Immunoglobulinum humanum normale ad usum intravenosum	05909990049875	Ig VENA	roztwór do infuzji	50 g/l	1 fiol.po 100 ml + zest. do infuzji	dostępne w ramach programu lekowego	bezpłatny	0
227	Immunoglobulinum humanum normale ad usum intravenosum	05909990049868	Ig VENA	roztwór do infuzji	50 g/l	1 fiol.po 20 ml	dostępne w ramach programu lekowego	bezpłatny	0
229	Immunoglobulinum humanum normale ad usum intravenosum	05909990049882	Ig VENA	roztwór do infuzji	50 g/l	1 fiol.po 200 ml + zest. do infuzji	dostępne w ramach programu lekowego	bezpłatny	0
226	Immunoglobulinum humanum normale ad usum intravenosum	05909990049851	Ig VENA	roztwór do infuzji	50 g/l	1 fiol.po 50 ml + zest. do infuzji	dostępne w ramach programu lekowego	bezpłatny	0
230	Immunoglobulinum humanum normale ad usum intravenosum	05909990762712	Octagam	roztwór do infuzji	10 g/200 ml	1 but.po 200 ml	dostępne w ramach programu lekowego	bezpłatny	0
231	Immunoglobulinum humanum normale ad usum intravenosum	05909990762514	Octagam	roztwór do infuzji	2,5 g/50 ml	1 but.po 50 ml	dostępne w ramach programu lekowego	bezpłatny	0
232	Immunoglobulinum humanum normale ad usum intravenosum	05909990762613	Octagam	roztwór do infuzji	5 g/100 ml	1 but.po 100 ml	dostępne w ramach programu lekowego	bezpłatny	0
235	Immunoglobulinum humanum normale ad usum intravenosum	05909990763887	Octagam 10%	roztwór do infuzji	100 mg/ml	1 but.po 100 ml	dostępne w ramach programu lekowego	bezpłatny	0
233	Immunoglobulinum humanum normale ad usum intravenosum	05909990763863	Octagam 10%	roztwór do infuzji	100 mg/ml	1 but.po 20 ml	dostępne w ramach programu lekowego	bezpłatny	0
236	Immunoglobulinum humanum normale ad usum intravenosum	05909990763894	Octagam 10%	roztwór do infuzji	100 mg/ml	1 but.po 200 ml	dostępne w ramach programu lekowego	bezpłatny	0
234	Immunoglobulinum humanum normale ad usum intravenosum	05909990763870	Octagam 10%	roztwór do infuzji	100 mg/ml	1 but.po 50 ml	dostępne w ramach programu lekowego	bezpłatny	0
237	Infliximabum	05713219492751	Flixabi	proszek do sporządzania koncentratu roztworu do infuzji	100 mg	1 fiol.	dostępne w ramach programu lekowego	bezpłatny	0
238	Infliximabum	05909991078881	Inflectra	proszek do sporządzania koncentratu roztworu do infuzji	100 mg	1 fiol.	dostępne w ramach programu lekowego	bezpłatny	0
239	Infliximabum	05909990900114	Remicade	proszek do sporządzania koncentratu do sporządzania roztworu do infuzji	0,1 g	1 fiol.po 20 ml	dostępne w ramach programu lekowego	bezpłatny	0
240	Infliximabum	05909991086305	Remsima	proszek do sporządzania koncentratu roztworu do infuzji	100 mg	1 fiol.	dostępne w ramach programu lekowego	bezpłatny	0
241	Infliximabum	07613421020903	Zessly	proszek do sporządzania koncentratu roztworu do infuzji	100 mg	1 fiol.	dostępne w ramach programu lekowego	bezpłatny	0
242	Inotuzumabum ozogamicini	05907636977193	Besponsa	proszek do sporządzania koncentratu roztworu do infuzji	1 mg	1 fiol. proszku	dostępne w ramach programu lekowego	bezpłatny	0
243	Interferon beta-1b	05909990619375	Betaferon	proszek i rozpuszczalnik do sporządzania roztworu do wstrzykiwań	300 μg	15 zest.	dostępne w ramach programu lekowego	bezpłatny	0
244	Interferonum beta-1a	05909990008148	Avonex	roztwór do wstrzykiwań	30 μg/0,5 ml	4 amp.-strz. + 4 igły	dostępne w ramach programu lekowego	bezpłatny	0
245	Interferonum beta-1a	05909991001407	Avonex	roztwór do wstrzykiwań	30 μg/0,5 ml	4 wstrz.	dostępne w ramach programu lekowego	bezpłatny	0
246	Interferonum beta-1a	05909990874934	Rebif	roztwór do wstrzykiwań	44 μg/0,5 ml	12 amp.-strz.a 0,5 ml	dostępne w ramach programu lekowego	bezpłatny	0
247	Interferonum beta-1a	05909990728497	Rebif	roztwór do wstrzykiwań	44 μg/0,5 ml	4 wkł.a 1,5 ml	dostępne w ramach programu lekowego	bezpłatny	0
248	Ipilimumabum	05909990872442	Yervoy	koncentrat do sporządzania roztworu do infuzji (jałowy koncentrat)	5 mg/ml	1 fiol.po 10 ml	dostępne w ramach programu lekowego	bezpłatny	0
249	Ipilimumabum	05909990872459	Yervoy	koncentrat do sporządzania roztworu do infuzji (jałowy koncentrat)	5 mg/ml	1 fiol.po 40 ml	dostępne w ramach programu lekowego	bezpłatny	0
252	Ivacaftorum	00351167104606	Kalydeco	tabletki powlekane	150 mg	56 szt.	dostępne w ramach programu lekowego	bezpłatny	0
250	Ivacaftorum	00351167112205	Kalydeco	granulat w saszetce	50 mg	56 szt.	dostępne w ramach programu lekowego	bezpłatny	0
251	Ivacaftorum	00351167113103	Kalydeco	granulat w saszetce	75 mg	56 szt.	dostępne w ramach programu lekowego	bezpłatny	0
253	Ixekizumabum	05909991282950	Taltz	roztwór do wstrzykiwań	80 mg/ml	2 wstrzykiwacze 1 ml	dostępne w ramach programu lekowego	bezpłatny	0
254	Karfilzomib	05909991298463	Kyprolis	proszek do sporządzania roztworu do infuzji	10 mg	1 fiol.	dostępne w ramach programu lekowego	bezpłatny	0
255	Karfilzomib	05909991256388	Kyprolis	proszek do sporządzania roztworu do infuzji	60 mg	1 fiol.	dostępne w ramach programu lekowego	bezpłatny	0
256	Ketoanalogi aminokwasów	05909990338511	Ketosteril	tabletki powlekane	630 mg	100 szt.	dostępne w ramach programu lekowego	bezpłatny	0
257	Lamivudinum	05909991259907	Lamivudine Mylan	tabletki powlekane	100 mg	28 szt.	dostępne w ramach programu lekowego	bezpłatny	0
258	Lamivudinum	05909990479610	Zeffix	tabletki powlekane	100 mg	28 szt.	dostępne w ramach programu lekowego	bezpłatny	0
260	Lapatynibum	05909990851973	Tyverb	tabletki powlekane	250 mg	140 tabl.(but.)	dostępne w ramach programu lekowego	bezpłatny	0
259	Lapatynibum	05909990851966	Tyverb	tabletki powlekane	250 mg	70 tabl.(but.)	dostępne w ramach programu lekowego	bezpłatny	0
261	Laronidasum	05909990005673	Aldurazyme	koncentrat do sporządzania roztworu do infuzji	100 j.m./ml	1 fiol.po 5 ml	dostępne w ramach programu lekowego	bezpłatny	0
262	L-carnitine	05016533045017	L-karnityna	proszek	1 g	50 sasz.	dostępne w ramach programu lekowego	bezpłatny	0
263	Ledipasvirum + Sofosbuvirum	05391507141217	Harvoni	tabletki powlekane	90+400 mg	28 szt.	dostępne w ramach programu lekowego	bezpłatny	0
264	Lenalidomidum	05909990086702	Revlimid	kapsułki twarde	10 mg	21 szt.	dostępne w ramach programu lekowego	bezpłatny	0
265	Lenalidomidum	05909990086764	Revlimid	kapsułki twarde	15 mg	21 kaps.	dostępne w ramach programu lekowego	bezpłatny	0
266	Lenalidomidum	05909990086771	Revlimid	kapsułki twarde	25 mg	21 kaps.	dostępne w ramach programu lekowego	bezpłatny	0
267	Lenalidomidum	05909990086696	Revlimid	kapsułki twarde	5 mg	21 szt.	dostępne w ramach programu lekowego	bezpłatny	0
268	Levodopum + Carbidopum	05909990419135	Duodopa	żel dojelitowy	20+5 mg/ml	1 szt. (7 kasetek po 100 ml)	dostępne w ramach programu lekowego	bezpłatny	0
269	Lonoctocog alfa	05909991326111	Afstyla	proszek i rozpuszczalnik do sporządzania roztworu do wstrzykiwań	1000 j.m.	1 fiol. proszku + 1 fiol rozp. + zestaw do podawania	dostępne w ramach programu lekowego	bezpłatny	0
270	Lonoctocog alfa	05909991326128	Afstyla	proszek i rozpuszczalnik do sporządzania roztworu do wstrzykiwań	1500 j.m.	1 fiol. proszku + 1 fiol rozp. + zestaw do podawania	dostępne w ramach programu lekowego	bezpłatny	0
271	Lonoctocog alfa	05909991326135	Afstyla	proszek i rozpuszczalnik do sporządzania roztworu do wstrzykiwań	2000 j.m.	1 fiol. proszku + 1 fiol rozp. + zestaw do podawania	dostępne w ramach programu lekowego	bezpłatny	0
272	Lonoctocog alfa	05909991326098	Afstyla	proszek i rozpuszczalnik do sporządzania roztworu do wstrzykiwań	250 j.m.	1 fiol. proszku + 1 fiol rozp. + zestaw do podawania	dostępne w ramach programu lekowego	bezpłatny	0
273	Lonoctocog alfa	05909991326142	Afstyla	proszek i rozpuszczalnik do sporządzania roztworu do wstrzykiwań	2500 j.m.	1 fiol. proszku + 1 fiol rozp. + zestaw do podawania	dostępne w ramach programu lekowego	bezpłatny	0
274	Lonoctocog alfa	05909991326159	Afstyla	proszek i rozpuszczalnik do sporządzania roztworu do wstrzykiwań	3000 j.m.	1 fiol. proszku + 1 fiol rozp. + zestaw do podawania	dostępne w ramach programu lekowego	bezpłatny	0
275	Lonoctocog alfa	05909991326104	Afstyla	proszek i rozpuszczalnik do sporządzania roztworu do wstrzykiwań	500 j.m.	1 fiol. proszku + 1 fiol rozp. + zestaw do podawania	dostępne w ramach programu lekowego	bezpłatny	0
276	Macytentan	07640111931133	Opsumit	tabletki powlekane	10 mg	30 tabl.	dostępne w ramach programu lekowego	bezpłatny	0
277	Mecaserminum	05909990076024	Increlex	roztwór do wstrzykiwań	10 mg/ml	1 fiol.po 4 ml	dostępne w ramach programu lekowego	bezpłatny	0
279	Mepolizumabum	05909991407148	Nucala	roztwór do wstrzykiwań	100 mg	1 ampułko-strzykawka	dostępne w ramach programu lekowego	bezpłatny	0
278	Mepolizumabum	05909991246617	Nucala	proszek do sporządzania roztworu do wstrzykiwań	100 mg	1 fiol. proszku	dostępne w ramach programu lekowego	bezpłatny	0
280	Mepolizumabum	05909991407018	Nucala	roztwór do wstrzykiwań	100 mg	1 wstrzykiwacz	dostępne w ramach programu lekowego	bezpłatny	0
281	Migalastatum	05909991390273	Galafold	kapsułki twarde	123 mg	14 szt.	dostępne w ramach programu lekowego	bezpłatny	0
282	Natalizumabum	05909990084333	Tysabri	koncentrat do sporządzania roztworu do infuzji	300 mg	1 fiol.po 15 ml	dostępne w ramach programu lekowego	bezpłatny	0
283	Nilotynibum	05909990073535	Tasigna	kapsułki twarde	200 mg	112 szt.	dostępne w ramach programu lekowego	bezpłatny	0
284	Nintedanibum	05909991206444	Ofev	kapsułki miękkie	100 mg	60 szt.	dostępne w ramach programu lekowego	bezpłatny	0
285	Nintedanibum	05909991206468	Ofev	kapsułki miękkie	150 mg	60 szt.	dostępne w ramach programu lekowego	bezpłatny	0
287	Nintedanibum	05909991203894	Vargatef	kapsułki miękkie	100 mg	120 szt.	dostępne w ramach programu lekowego	bezpłatny	0
286	Nintedanibum	05909991203887	Vargatef	kapsułki miękkie	100 mg	60 szt.	dostępne w ramach programu lekowego	bezpłatny	0
288	Nintedanibum	05909991203900	Vargatef	kapsułki miękkie	150 mg	60 szt.	dostępne w ramach programu lekowego	bezpłatny	0
289	Nitisinonum	05909991358334	Nitisinone  MDK	kapsułki twarde	10 mg	60 szt.	dostępne w ramach programu lekowego	bezpłatny	0
290	Nitisinonum	05909991358310	Nitisinone  MDK	kapsułki twarde	2 mg	60 szt.	dostępne w ramach programu lekowego	bezpłatny	0
291	Nitisinonum	05909991358327	Nitisinone  MDK	kapsułki twarde	5 mg	60 szt.	dostępne w ramach programu lekowego	bezpłatny	0
292	Nitisinonum	07350031442182	Orfadin	kapsułki twarde	10 mg	60 kaps.	dostępne w ramach programu lekowego	bezpłatny	0
293	Nitisinonum	05909990214778	Orfadin	kapsułki twarde	10 mg	60 kaps.	dostępne w ramach programu lekowego	bezpłatny	0
294	Nitisinonum	05909990214754	Orfadin	kapsułki twarde	2 mg	60 kaps.	dostępne w ramach programu lekowego	bezpłatny	0
295	Nitisinonum	07350031442267	Orfadin	kapsułki twarde	2 mg	60 kaps.	dostępne w ramach programu lekowego	bezpłatny	0
296	Nitisinonum	07350031441833	Orfadin	kapsułki twarde	20 mg	60 kaps.	dostępne w ramach programu lekowego	bezpłatny	0
297	Nitisinonum	05909991218133	Orfadin	kapsułki twarde	20 mg	60 kaps.	dostępne w ramach programu lekowego	bezpłatny	0
298	Nitisinonum	05909990214761	Orfadin	kapsułki twarde	5 mg	60 kaps.	dostępne w ramach programu lekowego	bezpłatny	0
299	Nitisinonum	07350031442229	Orfadin	kapsułki twarde	5 mg	60 kaps.	dostępne w ramach programu lekowego	bezpłatny	0
301	Nivolumabum	05909991220518	Opdivo	koncentrat do sporządzania roztworu do infuzji	10 mg/ml	1 fiol.po 10 ml	dostępne w ramach programu lekowego	bezpłatny	0
300	Nivolumabum	05909991220501	Opdivo	koncentrat do sporządzania roztworu do infuzji	10 mg/ml	1 fiol.po 4 ml	dostępne w ramach programu lekowego	bezpłatny	0
302	Nonacog alfa	05909990057207	BeneFIX	proszek i rozpuszczalnik do sporządzania roztworu do wstrzykiwań	1000 j.m.	1 fiol. + 1 amp.-strz. + 1 zestaw	dostępne w ramach programu lekowego	bezpłatny	0
303	Nonacog alfa	05909990057221	BeneFIX	proszek i rozpuszczalnik do sporządzania roztworu do wstrzykiwań	2000 j.m.	1 fiol. + 1 amp.-strz. + 1 zestaw	dostępne w ramach programu lekowego	bezpłatny	0
304	Nonacog alfa	05909990057184	BeneFIX	proszek i rozpuszczalnik do sporządzania roztworu do wstrzykiwań	250 j.m.	1 fiol. + 1 amp.-strz. + 1 zestaw	dostępne w ramach programu lekowego	bezpłatny	0
305	Nonacog alfa	05909990057191	BeneFIX	proszek i rozpuszczalnik do sporządzania roztworu do wstrzykiwań	500 j.m.	1 fiol. + 1 amp.-strz. + 1 zestaw	dostępne w ramach programu lekowego	bezpłatny	0
306	Nonacogum gamma (rDNA)	05909991210120	Rixubis	proszek i rozpuszczalnik do sporządzania roztworu do wstrzykiwań	1000 j.m./5 ml	1 fiol. proszku + 1 fiol. rozp. 5 ml	dostępne w ramach programu lekowego	bezpłatny	0
307	Nonacogum gamma (rDNA)	05909991210137	Rixubis	proszek i rozpuszczalnik do sporządzania roztworu do wstrzykiwań	2000 j.m./5 ml	1 fiol. proszku + 1 fiol. rozp. 5 ml	dostępne w ramach programu lekowego	bezpłatny	0
308	Nonacogum gamma (rDNA)	05909991210090	Rixubis	proszek i rozpuszczalnik do sporządzania roztworu do wstrzykiwań	250 j.m./5 ml	1 fiol. proszku + 1 fiol. rozp. 5 ml	dostępne w ramach programu lekowego	bezpłatny	0
309	Nonacogum gamma (rDNA)	05909991210144	Rixubis	proszek i rozpuszczalnik do sporządzania roztworu do wstrzykiwań	3000 j.m./5 ml	1 fiol. proszku + 1 fiol. rozp. 5 ml	dostępne w ramach programu lekowego	bezpłatny	0
310	Nonacogum gamma (rDNA)	05909991210106	Rixubis	proszek i rozpuszczalnik do sporządzania roztworu do wstrzykiwań	500 j.m./5 ml	1 fiol. proszku + 1 fiol. rozp. 5 ml	dostępne w ramach programu lekowego	bezpłatny	0
311	Nusinersenum	05713219500975	Spinraza	roztwór do wstrzykiwań	12 mg	1 fiol. 5 ml	dostępne w ramach programu lekowego	bezpłatny	0
312	Obinutuzumabum	05902768001105	Gazyvaro	koncentrat do sporządzania roztworu do infuzji	1000 mg	1 fiol.po 40 ml	dostępne w ramach programu lekowego	bezpłatny	0
313	Ocrelizumabum	05902768001174	Ocrevus	koncentrat do sporządzania roztworu do infuzji	30 mg/ml	10 ml	dostępne w ramach programu lekowego	bezpłatny	0
314	Octocog alfa	05909990224340	Advate	proszek i rozpuszczalnik do sporządzania roztworu do wstrzykiwań	1000 j.m.	1 fiol.z prosz. + 1 fiol.z rozp.po 5 ml	dostępne w ramach programu lekowego	bezpłatny	0
315	Octocog alfa	05909990224357	Advate	proszek i rozpuszczalnik do sporządzania roztworu do wstrzykiwań	1500 j.m.	1 fiol. z proszkiem + 1 fiol. z rozpuszczalnikiem po 5 ml	dostępne w ramach programu lekowego	bezpłatny	0
316	Octocog alfa	05909990697441	Advate	proszek i rozpuszczalnik do sporządzania roztworu do wstrzykiwań	2000 j.m.	1 fiol. z proszkiem + 1 fiol. z rozpuszczalnikiem po 5 ml	dostępne w ramach programu lekowego	bezpłatny	0
317	Octocog alfa	05909990224302	Advate	proszek i rozpuszczalnik do sporządzania roztworu do wstrzykiwań	250 j.m.	1 fiol. z proszkiem + 1 fiol. z rozpuszczalnikiem po 5 ml	dostępne w ramach programu lekowego	bezpłatny	0
318	Octocog alfa	05909990697458	Advate	proszek i rozpuszczalnik do sporządzania roztworu do wstrzykiwań	3000 j.m.	1 fiol. z proszkiem + 1 fiol. z rozpuszczalnikiem po 5 ml	dostępne w ramach programu lekowego	bezpłatny	0
319	Octocog alfa	05909990224333	Advate	proszek i rozpuszczalnik do sporządzania roztworu do wstrzykiwań	500 j.m.	1 fiol. z proszkiem + 1 fiol. z rozpuszczalnikiem po 5 ml	dostępne w ramach programu lekowego	bezpłatny	0
320	Olaparibum	05902135480052	Lynparza	kapsułki twarde	50 mg	448 szt.	dostępne w ramach programu lekowego	bezpłatny	0
321	Omalizumabum	05909990708406	Xolair	roztwór do wstrzykiwań	150 mg	1 amp.-strzyk. 1 ml	dostępne w ramach programu lekowego	bezpłatny	0
322	Omalizumabum	05909990708376	Xolair	roztwór do wstrzykiwań	75 mg	1 amp.-strzyk. 0,5 ml	dostępne w ramach programu lekowego	bezpłatny	0
